caldt,vwretd,vwretx,usdval,usdcnt
1970-04-02,-0.003199,-0.003212,444137534.00,499
1970-04-03,-0.004592,-0.004604,442710816.00,499
1970-04-06,-0.006796,-0.006929,440672678.00,499
1970-04-07,-0.002682,-0.002682,437619080.00,499
1970-04-08,-0.000382,-0.000402,436445210.00,499
1970-04-09,0.000629,0.000563,436269629.00,499
1970-04-10,-0.003254,-0.003254,436515420.00,499
1970-04-13,-0.006746,-0.006783,435094848.00,499
1970-04-14,-0.007452,-0.007541,432143468.00,499
1970-04-15,-0.001900,-0.001911,428502843.00,499
1970-04-16,-0.009935,-0.009939,427683870.00,499
1970-04-17,-0.002482,-0.002482,423433141.00,499
1970-04-20,0.002035,0.001903,422381961.00,499
1970-04-21,-0.005077,-0.005120,423185558.00,499
1970-04-22,-0.012934,-0.012946,421018934.00,499
1970-04-23,-0.014404,-0.014514,416987315.00,499
1970-04-24,-0.003135,-0.003287,410935154.00,499
1970-04-27,-0.015899,-0.016038,409584592.00,499
1970-04-28,-0.014394,-0.014641,403015498.00,499
1970-04-29,0.019428,0.019390,397114959.00,499
1970-04-30,-0.003506,-0.003513,404815063.00,499
1970-05-01,-0.000570,-0.001041,403393044.00,499
1970-05-04,-0.024536,-0.025655,402939712.00,498
1970-05-05,-0.009203,-0.009607,392602203.00,498
1970-05-06,0.011470,0.011369,388863345.00,499
1970-05-07,0.005462,0.004943,393284513.00,499
1970-05-08,-0.004406,-0.005073,395228649.00,499
1970-05-11,-0.010451,-0.010773,393223692.00,499
1970-05-12,-0.009449,-0.009645,388987592.00,499
1970-05-13,-0.016965,-0.017013,385235845.00,499
1970-05-14,-0.013948,-0.014007,378681784.00,499
1970-05-15,0.019508,0.019418,373377585.00,499
1970-05-18,0.001197,0.000764,380627846.00,499
1970-05-19,-0.019460,-0.019599,380918778.00,499
1970-05-20,-0.025489,-0.025660,373477737.00,499
1970-05-21,-0.017646,-0.018652,363894181.00,499
1970-05-22,0.001118,0.001096,357106887.00,499
1970-05-25,-0.027526,-0.027894,357498436.00,499
1970-05-26,-0.013000,-0.013447,347601155.00,499
1970-05-27,0.050522,0.050403,342927006.00,499
1970-05-28,0.025181,0.025154,360211717.00,499
1970-05-29,0.025953,0.025913,369244870.00,499
1970-06-01,0.017020,0.016856,378813252.00,499
1970-06-02,0.000443,0.000136,385198522.00,499
1970-06-03,0.008607,0.008548,385250773.00,499
1970-06-04,-0.014522,-0.014698,388544067.00,499
1970-06-05,-0.015152,-0.015172,382833086.00,499
1970-06-08,0.001521,0.001348,377024865.00,499
1970-06-09,-0.000242,-0.000420,377533136.00,499
1970-06-10,-0.009932,-0.010017,377374427.00,499
1970-06-11,-0.013537,-0.013716,373594284.00,499
1970-06-12,-0.003105,-0.003126,368503583.00,499
1970-06-15,0.002119,0.002078,367351819.00,499
1970-06-16,0.024083,0.023960,368115292.00,499
1970-06-17,-0.002190,-0.002190,376935198.00,499
1970-06-18,0.006638,0.006618,376109766.00,499
1970-06-19,0.007015,0.006988,378650899.00,499
1970-06-22,-0.005315,-0.005330,381280670.00,498
1970-06-23,-0.024940,-0.024942,379248530.00,498
1970-06-24,-0.010494,-0.010621,369789292.00,498
1970-06-25,0.000747,0.000733,366695736.00,499
1970-06-26,-0.007338,-0.007439,366964608.00,499
1970-06-29,-0.007906,-0.007944,364243961.00,499
1970-06-30,-0.002438,-0.002451,361399035.00,499
1970-07-01,0.004672,0.004656,360516105.00,499
1970-07-02,-0.001814,-0.001841,362194821.00,499
1970-07-06,-0.015430,-0.015602,361528061.00,499
1970-07-07,-0.007674,-0.007677,355887406.00,499
1970-07-08,0.025141,0.025141,353155212.00,499
1970-07-09,0.014816,0.014715,362033830.00,499
1970-07-10,0.007173,0.007173,367361324.00,499
1970-07-13,-0.001238,-0.001337,370004861.00,499
1970-07-14,-0.000682,-0.000790,369510022.00,499
1970-07-15,0.010850,0.010850,369218218.00,499
1970-07-16,0.014495,0.014483,373224399.00,499
1970-07-17,0.017533,0.017533,378629979.00,499
1970-07-20,0.000530,0.000403,385268378.00,499
1970-07-21,-0.009563,-0.009599,385423655.00,499
1970-07-22,0.000406,0.000406,381723897.00,499
1970-07-23,0.012672,0.012660,381770868.00,498
1970-07-24,-0.002435,-0.002438,386604032.00,498
1970-07-27,-0.001794,-0.002056,385661414.00,498
1970-07-28,0.002029,0.001686,384954472.00,499
1970-07-29,0.003425,0.003410,385603682.00,499
1970-07-30,0.000810,0.000486,386918775.00,499
1970-07-31,0.000042,-0.000479,387106856.00,499
1970-08-03,-0.012621,-0.013342,386921446.00,499
1970-08-04,0.002924,0.002341,381759103.00,499
1970-08-05,-0.000277,-0.000342,382581899.00,498
1970-08-06,-0.000950,-0.001508,382450924.00,498
1970-08-07,0.003326,0.002683,381874227.00,498
1970-08-10,-0.013928,-0.014354,382898703.00,498
1970-08-11,-0.004836,-0.005010,377402398.00,498
1970-08-12,-0.005296,-0.005396,375397748.00,497
1970-08-13,-0.008827,-0.008838,373467025.00,498
1970-08-14,0.005700,0.005646,368780535.00,496
1970-08-17,0.002312,0.001959,370862805.00,496
1970-08-18,0.011635,0.011440,373113764.00,499
1970-08-19,0.010075,0.009885,377382057.00,499
1970-08-20,0.008751,0.008751,381112359.00,499
1970-08-21,0.020796,0.020781,384447616.00,499
1970-08-24,0.022421,0.022150,392436968.00,499
1970-08-25,0.002684,0.001554,401129522.00,499
1970-08-26,0.001855,0.001548,401752709.00,499
1970-08-27,-0.001930,-0.001950,402374431.00,499
1970-08-28,0.009943,0.009932,401589820.00,499
1970-08-31,-0.003994,-0.004160,405578543.00,499
1970-09-01,-0.006634,-0.006897,403929033.00,499
1970-09-02,-0.000142,-0.000219,401143252.00,499
1970-09-03,0.014482,0.014365,401055318.00,499
1970-09-04,0.008928,0.008766,406816306.00,499
1970-09-08,0.002866,0.002793,410382446.00,499
1970-09-09,-0.002948,-0.003058,411528837.00,499
1970-09-10,-0.005990,-0.006057,410270221.00,499
1970-09-11,0.002817,0.002777,407785060.00,499
1970-09-14,-0.005254,-0.005301,408917478.00,499
1970-09-15,-0.008608,-0.008617,406749987.00,499
1970-09-16,0.004918,0.004918,403244832.00,499
1970-09-17,0.006310,0.006310,405227972.00,499
1970-09-18,0.004260,0.004219,407853413.00,499
1970-09-21,-0.008301,-0.008512,409574200.00,499
1970-09-22,-0.003181,-0.003185,406087934.00,499
1970-09-23,0.014091,0.014091,404794707.00,499
1970-09-24,0.012925,0.012809,410498599.00,499
1970-09-25,0.001145,0.001043,415756633.00,499
1970-09-28,-0.001337,-0.001350,416190348.00,499
1970-09-29,0.005176,0.005080,415628501.00,499
1970-09-30,-0.000849,-0.000964,417739886.00,499
1970-10-01,0.001231,0.001231,417100713.00,498
1970-10-02,0.009945,0.009932,417614130.00,498
1970-10-05,0.015486,0.015340,421790060.00,498
1970-10-06,0.004674,0.004666,428260120.00,498
1970-10-07,0.000399,0.000399,430258232.00,498
1970-10-08,-0.010780,-0.010863,430740251.00,499
1970-10-09,-0.010033,-0.010085,426061297.00,499
1970-10-12,-0.010720,-0.010720,421764453.00,499
1970-10-13,-0.001651,-0.001695,417242956.00,499
1970-10-14,0.001700,0.001647,416535713.00,499
1970-10-15,0.005460,0.005449,417221939.00,499
1970-10-16,-0.004338,-0.004338,419495489.00,499
1970-10-19,-0.013382,-0.013515,417675511.00,499
1970-10-20,0.005908,0.005833,412030555.00,499
1970-10-21,0.000198,0.000198,414433952.00,499
1970-10-22,-0.003341,-0.003341,414516092.00,499
1970-10-23,0.004933,0.004831,413133235.00,498
1970-10-26,-0.005297,-0.005439,415165920.00,498
1970-10-27,-0.001941,-0.002241,412907742.00,498
1970-10-28,0.004005,0.003729,411982438.00,498
1970-10-29,-0.000914,-0.001062,413669488.00,499
1970-10-30,-0.000140,-0.001180,413230318.00,499
1970-11-02,0.003434,0.003252,412742767.00,499
1970-11-03,0.008443,0.008443,414115471.00,499
1970-11-04,0.003005,0.002048,417611824.00,499
1970-11-05,-0.002053,-0.002654,418467014.00,499
1970-11-06,0.001813,0.001592,417356234.00,499
1970-11-09,0.005360,0.005146,418019964.00,499
1970-11-10,0.001480,0.001388,420171222.00,499
1970-11-11,0.003096,0.003096,420754498.00,499
1970-11-12,-0.010170,-0.010200,422057034.00,499
1970-11-13,-0.009216,-0.009260,417336580.00,498
1970-11-16,-0.001157,-0.001554,413472160.00,498
1970-11-17,0.001168,0.000930,412829652.00,498
1970-11-18,-0.006449,-0.006593,413213715.00,498
1970-11-19,0.001435,0.001373,413750275.00,499
1970-11-20,0.010254,0.009959,414318288.00,499
1970-11-23,0.007377,0.006191,418444641.00,499
1970-11-24,0.006682,0.006377,421035058.00,499
1970-11-25,0.004002,0.003772,423719962.00,499
1970-11-27,0.010137,0.010091,425318435.00,499
1970-11-30,0.015086,0.014835,429610370.00,499
1970-12-01,0.003174,0.002975,435983629.00,499
1970-12-02,0.011853,0.011844,437280524.00,499
1970-12-03,0.004971,0.004808,442459485.00,499
1970-12-04,0.006460,0.006340,444586968.00,499
1970-12-07,0.005455,0.005398,447405827.00,499
1970-12-08,-0.004980,-0.005050,449820936.00,499
1970-12-09,0.000985,0.000893,447549437.00,499
1970-12-10,0.004065,0.004045,447949052.00,499
1970-12-11,0.003956,0.003916,449760785.00,499
1970-12-14,-0.004998,-0.005086,451465084.00,499
1970-12-15,-0.001472,-0.001479,449169137.00,499
1970-12-16,0.000960,0.000959,448388382.00,498
1970-12-17,0.003512,0.003512,448853741.00,499
1970-12-18,0.002013,0.001938,450429934.00,499
1970-12-21,-0.003101,-0.003111,451302675.00,499
1970-12-22,0.001200,0.001146,449898681.00,499
1970-12-23,0.000508,0.000507,450414361.00,499
1970-12-24,0.005830,0.005683,450642588.00,499
1970-12-28,0.005320,0.005261,453203647.00,499
1970-12-29,0.011008,0.010932,455273379.00,498
1970-12-30,0.002013,0.002004,460250622.00,498
1970-12-31,-0.001345,-0.001345,461172817.00,498
1971-01-04,-0.010942,-0.011019,466060421.00,498
1971-01-05,0.007107,0.007039,460924736.00,498
1971-01-06,0.006319,0.006299,464169123.00,498
1971-01-07,0.000376,0.000371,467092808.00,498
1971-01-08,-0.001909,-0.001919,467266166.00,498
1971-01-11,-0.001850,-0.001940,466369407.00,498
1971-01-12,0.008363,0.008327,465464602.00,498
1971-01-13,-0.001611,-0.001620,469340746.00,498
1971-01-14,0.002499,0.002418,468832889.00,499
1971-01-15,0.002752,0.002752,469966344.00,499
1971-01-18,0.004149,0.004050,470225667.00,498
1971-01-19,0.003738,0.003709,472130048.00,498
1971-01-20,0.000055,0.000030,474876862.00,499
1971-01-21,0.004506,0.004504,474890953.00,499
1971-01-22,0.007553,0.007462,477030007.00,499
1971-01-25,0.004354,0.004266,480589564.00,499
1971-01-26,0.003435,0.003208,482639791.00,499
1971-01-27,-0.007305,-0.007317,483948208.00,498
1971-01-28,0.003461,0.003232,480407365.00,498
1971-01-29,0.007229,0.007125,482225650.00,499
1971-02-01,0.006388,0.005722,485661737.00,499
1971-02-02,0.000312,0.000072,488440608.00,499
1971-02-03,0.001962,0.001935,488452189.00,499
1971-02-04,0.000630,-0.000094,489397563.00,499
1971-02-05,0.004197,0.003097,489351442.00,499
1971-02-08,0.005410,0.005261,490866838.00,499
1971-02-09,0.000540,0.000482,493449416.00,499
1971-02-10,-0.000995,-0.001087,493687085.00,499
1971-02-11,0.005637,0.005394,493150353.00,499
1971-02-12,0.005268,0.005268,495810562.00,499
1971-02-16,0.002400,0.002168,498422277.00,499
1971-02-17,-0.004732,-0.004767,499502688.00,499
1971-02-18,-0.006550,-0.006671,497121772.00,499
1971-02-19,-0.008409,-0.008416,493805681.00,499
1971-02-22,-0.009716,-0.010642,489650019.00,499
1971-02-23,0.004350,0.003925,484526199.00,499
1971-02-24,0.006608,0.006595,486427836.00,499
1971-02-25,0.001954,0.001928,489456586.00,498
1971-02-26,-0.001778,-0.001816,490400386.00,498
1971-03-01,0.002716,0.002568,489509758.00,498
1971-03-02,-0.000003,-0.000244,490766762.00,498
1971-03-03,-0.000036,-0.000192,490646943.00,498
1971-03-04,0.010279,0.010168,490747491.00,499
1971-03-05,0.010676,0.010640,495737512.00,499
1971-03-08,0.004336,0.004221,501011997.00,499
1971-03-09,0.000983,0.000813,503126992.00,499
1971-03-10,-0.001401,-0.001418,503535940.00,499
1971-03-11,0.001156,0.001124,502821741.00,499
1971-03-12,0.001870,0.001854,503386846.00,499
1971-03-15,0.011576,0.011566,504319895.00,499
1971-03-16,0.004930,0.004917,510152648.00,499
1971-03-17,-0.000777,-0.000777,512661120.00,499
1971-03-18,0.000624,0.000610,512262689.00,499
1971-03-19,-0.001780,-0.001810,512575028.00,499
1971-03-22,-0.003705,-0.003808,511647168.00,499
1971-03-23,-0.003444,-0.003454,509698607.00,499
1971-03-24,-0.006507,-0.006507,507938209.00,499
1971-03-25,-0.000108,-0.000203,504632828.00,499
1971-03-26,0.003516,0.003515,504375140.00,498
1971-03-29,0.000977,0.000957,506147895.00,498
1971-03-30,0.002260,0.002188,506777194.00,499
1971-03-31,0.000525,0.000519,507886065.00,499
1971-04-01,0.000695,0.000695,508149503.00,499
1971-04-02,0.001684,0.001569,508502832.00,499
1971-04-05,0.002232,0.002192,509300841.00,499
1971-04-06,0.007276,0.007272,510417049.00,499
1971-04-07,0.004473,0.004469,514128697.00,499
1971-04-08,0.001315,0.001244,516426258.00,499
1971-04-12,0.007499,0.007469,517068793.00,499
1971-04-13,0.000946,0.000937,520930954.00,499
1971-04-14,0.003777,0.003735,521418943.00,499
1971-04-15,0.001661,0.001648,523366669.00,499
1971-04-16,-0.000271,-0.000271,524215583.00,499
1971-04-19,0.005108,0.005004,524073591.00,499
1971-04-20,-0.003974,-0.004059,526696171.00,499
1971-04-21,-0.002375,-0.002457,524558526.00,499
1971-04-22,0.002256,0.002168,523269595.00,499
1971-04-23,0.004774,0.004773,524403877.00,499
1971-04-26,-0.001069,-0.001160,526907090.00,499
1971-04-27,0.004730,0.004506,526296002.00,499
1971-04-28,0.003588,0.003578,528667440.00,499
1971-04-29,-0.001320,-0.001358,530558862.00,499
1971-04-30,-0.006544,-0.006637,529838411.00,499
1971-05-03,-0.005683,-0.006478,526321899.00,499
1971-05-04,0.005502,0.005082,522912628.00,499
1971-05-05,-0.000002,-0.000083,525569829.00,499
1971-05-06,-0.005100,-0.005495,525526026.00,499
1971-05-07,-0.002820,-0.003575,522638279.00,499
1971-05-10,-0.004745,-0.005006,520831708.00,499
1971-05-11,0.002623,0.002508,518224342.00,499
1971-05-12,0.002866,0.002783,519524277.00,499
1971-05-13,-0.002033,-0.002041,520969896.00,499
1971-05-14,-0.004698,-0.004736,519917197.00,499
1971-05-17,-0.014734,-0.014897,517455086.00,499
1971-05-18,0.001417,0.001229,509790001.00,499
1971-05-19,0.002715,0.002538,510416533.00,499
1971-05-20,0.002445,0.002416,511711789.00,499
1971-05-21,-0.003216,-0.003276,512948226.00,499
1971-05-24,-0.008400,-0.008699,511267568.00,499
1971-05-25,-0.006307,-0.006600,506820090.00,499
1971-05-26,0.001355,0.001274,503475230.00,499
1971-05-27,-0.001212,-0.001939,504116518.00,499
1971-05-28,0.002332,0.002221,503139094.00,499
1971-06-01,0.005983,0.005806,504256364.00,499
1971-06-02,0.007616,0.007591,507183987.00,499
1971-06-03,0.000906,0.000865,511033939.00,499
1971-06-04,0.003006,0.002878,511304330.00,499
1971-06-07,-0.001812,-0.001996,512776072.00,499
1971-06-08,-0.008093,-0.008198,511752323.00,499
1971-06-09,-0.000161,-0.000244,507556944.00,499
1971-06-10,0.003377,0.003352,507433144.00,499
1971-06-11,0.004385,0.004355,509133988.00,499
1971-06-14,-0.008401,-0.008484,511351510.00,499
1971-06-15,0.001096,0.001089,507013001.00,499
1971-06-16,0.002051,0.001983,507565097.00,499
1971-06-17,-0.000064,-0.000189,508571521.00,499
1971-06-18,-0.015018,-0.015035,508475430.00,499
1971-06-21,-0.010980,-0.010985,500431784.00,496
1971-06-22,-0.002776,-0.002823,494934475.00,496
1971-06-23,0.008454,0.008449,493537438.00,496
1971-06-24,-0.002241,-0.002344,497877657.00,499
1971-06-25,-0.001911,-0.001929,496710826.00,499
1971-06-28,-0.002516,-0.002587,495770553.00,499
1971-06-29,0.010990,0.010962,494487970.00,499
1971-06-30,0.009048,0.009048,499908599.00,499
1971-07-01,0.000802,0.000788,504454384.00,499
1971-07-02,0.000073,-0.000044,504852119.00,499
1971-07-06,-0.000094,-0.000102,504829764.00,499
1971-07-07,0.002849,0.002831,504778505.00,499
1971-07-08,0.002998,0.002994,506207448.00,499
1971-07-09,0.003403,0.003346,507494963.00,498
1971-07-12,0.001338,0.001308,509193239.00,498
1971-07-13,-0.013140,-0.013182,509859433.00,498
1971-07-14,-0.002739,-0.002827,503138671.00,498
1971-07-15,0.000397,0.000389,501774232.00,499
1971-07-16,-0.001772,-0.001772,501969216.00,499
1971-07-19,-0.001657,-0.001737,501079942.00,499
1971-07-20,0.004073,0.004008,500209399.00,499
1971-07-21,-0.000272,-0.000272,502214221.00,499
1971-07-22,-0.001770,-0.001770,502077706.00,499
1971-07-23,-0.001500,-0.001594,501188805.00,499
1971-07-26,-0.002706,-0.002802,500389838.00,499
1971-07-27,-0.008995,-0.009211,498987734.00,499
1971-07-28,-0.007381,-0.007409,494391700.00,499
1971-07-29,-0.010752,-0.010752,490728894.00,499
1971-07-30,-0.004568,-0.004686,485452460.00,499
1971-08-02,0.004601,0.003925,483127336.00,498
1971-08-03,-0.014767,-0.015078,485023846.00,498
1971-08-04,-0.006357,-0.006712,477710683.00,498
1971-08-05,0.002785,0.002312,474504415.00,498
1971-08-06,0.002671,0.001808,475601301.00,498
1971-08-09,-0.007358,-0.007680,476461216.00,498
1971-08-10,0.000181,0.000012,472801947.00,498
1971-08-11,0.012075,0.011983,472807761.00,498
1971-08-12,0.014351,0.014293,478473362.00,498
1971-08-13,-0.003132,-0.003132,485312236.00,498
1971-08-16,0.034634,0.034382,455847220.00,491
1971-08-17,0.006603,0.006415,471519999.00,491
1971-08-18,-0.013869,-0.014020,505700866.00,498
1971-08-19,-0.004315,-0.004328,499463713.00,499
1971-08-20,0.001937,0.001924,497302021.00,499
1971-08-23,0.010450,0.010229,498258635.00,499
1971-08-24,0.010439,0.010381,503355144.00,499
1971-08-25,0.000948,0.000107,508580386.00,499
1971-08-26,-0.001405,-0.001615,508634584.00,499
1971-08-27,0.002464,0.002451,507813118.00,499
1971-08-30,-0.009488,-0.009570,509193627.00,499
1971-08-31,-0.004925,-0.005030,504320482.00,499
1971-09-01,0.000478,0.000374,501783719.00,499
1971-09-02,0.002212,0.002173,501971220.00,499
1971-09-03,0.014636,0.014371,503062015.00,499
1971-09-07,0.004506,0.004426,510291408.00,499
1971-09-08,0.002099,0.002090,512549814.00,499
1971-09-09,-0.005260,-0.005346,513621152.00,499
1971-09-10,-0.003683,-0.003757,510875280.00,499
1971-09-13,-0.003332,-0.003426,508955847.00,499
1971-09-14,-0.007256,-0.007290,507212315.00,499
1971-09-15,0.004443,0.004443,503514708.00,499
1971-09-16,-0.001247,-0.001293,505751624.00,499
1971-09-17,0.003220,0.003197,505097702.00,499
1971-09-20,-0.002860,-0.002884,506759941.00,499
1971-09-21,-0.003069,-0.003197,505319256.00,499
1971-09-22,-0.008822,-0.008824,503704002.00,499
1971-09-23,-0.000848,-0.000854,499288489.00,499
1971-09-24,-0.002215,-0.002337,498861969.00,499
1971-09-27,-0.005318,-0.005347,497696224.00,499
1971-09-28,0.002624,0.002606,495034984.00,499
1971-09-29,0.000132,0.000064,496325075.00,499
1971-09-30,0.004763,0.004670,496356712.00,499
1971-10-01,0.005974,0.005974,498676054.00,499
1971-10-04,0.002895,0.002768,501655233.00,499
1971-10-05,-0.000905,-0.000932,503043644.00,499
1971-10-06,0.007190,0.007186,502574966.00,499
1971-10-07,0.002043,0.002043,506186454.00,499
1971-10-08,-0.006455,-0.006547,507220760.00,499
1971-10-11,-0.002047,-0.002047,503899913.00,499
1971-10-12,0.004011,0.003973,502868650.00,499
1971-10-13,-0.005470,-0.005470,504866466.00,499
1971-10-14,-0.008892,-0.008933,502104872.00,499
1971-10-15,-0.003591,-0.003602,497619630.00,499
1971-10-18,-0.004389,-0.004532,495827363.00,499
1971-10-19,-0.003423,-0.003478,492224130.00,498
1971-10-20,-0.013754,-0.013758,490512162.00,498
1971-10-21,-0.000495,-0.000593,485023028.00,499
1971-10-22,-0.000838,-0.000915,484735408.00,499
1971-10-25,-0.004246,-0.004246,484291642.00,499
1971-10-26,-0.003663,-0.003908,482235117.00,499
1971-10-27,-0.010017,-0.010039,480350479.00,499
1971-10-28,0.001838,0.001731,475528191.00,499
1971-10-29,0.003734,0.002882,476351556.00,499
1971-11-01,-0.014742,-0.014923,477724289.00,499
1971-11-02,0.004048,0.004048,470595426.00,499
1971-11-03,0.018636,0.018600,472500532.00,499
1971-11-04,-0.000447,-0.000774,481288955.00,499
1971-11-05,-0.002126,-0.003448,480916292.00,499
1971-11-08,-0.000589,-0.000703,479258294.00,499
1971-11-09,0.000812,0.000566,478921229.00,499
1971-11-10,-0.011078,-0.011115,479192353.00,499
1971-11-11,-0.013792,-0.013847,473866166.00,499
1971-11-12,-0.000029,-0.000060,467304387.00,499
1971-11-15,-0.003121,-0.003468,467276425.00,499
1971-11-16,0.010098,0.009883,465655968.00,499
1971-11-17,0.001857,0.001714,470257887.00,499
1971-11-18,-0.007579,-0.007621,471063877.00,499
1971-11-19,-0.005513,-0.005819,467473770.00,499
1971-11-22,-0.008179,-0.009002,464753576.00,499
1971-11-23,-0.006969,-0.007097,460562212.00,498
1971-11-24,0.002054,0.001824,457293418.00,498
1971-11-26,0.017994,0.017967,458130340.00,499
1971-11-29,0.016324,0.016004,466361629.00,499
1971-11-30,0.006239,0.006183,473825116.00,499
1971-12-01,0.016624,0.016503,476754849.00,499
1971-12-02,0.003263,0.003109,484622949.00,499
1971-12-03,0.012635,0.012610,486129869.00,499
1971-12-06,-0.005333,-0.005608,492260054.00,499
1971-12-07,0.003911,0.003820,489499458.00,499
1971-12-08,0.000596,0.000569,491369455.00,499
1971-12-09,0.000401,0.000322,491904669.00,499
1971-12-10,0.007615,0.007605,492062849.00,499
1971-12-13,0.003165,0.003033,495804769.00,499
1971-12-14,-0.003214,-0.003273,497308482.00,499
1971-12-15,0.009040,0.009018,495680792.00,499
1971-12-16,0.012352,0.012344,500150821.00,499
1971-12-17,0.005258,0.005239,506324759.00,499
1971-12-20,0.012918,0.012913,508977462.00,499
1971-12-21,0.002557,0.002506,515550022.00,499
1971-12-22,-0.005995,-0.005997,516842154.00,499
1971-12-23,-0.004485,-0.004487,513742732.00,499
1971-12-27,0.002254,0.002123,511437645.00,499
1971-12-28,0.009982,0.009940,512185946.00,498
1971-12-29,0.002378,0.002360,517277228.00,498
1971-12-30,-0.004070,-0.004130,518844169.00,499
1971-12-31,0.002975,0.002965,516701352.00,499
1972-01-03,-0.004136,-0.004158,526390573.00,497
1972-01-04,0.004200,0.004105,524201760.00,497
1972-01-05,0.009352,0.009330,526353496.00,497
1972-01-06,0.004271,0.004263,531264118.00,497
1972-01-07,-0.000263,-0.000267,533520404.00,497
1972-01-10,-0.001311,-0.001404,533378032.00,497
1972-01-11,0.003214,0.003200,532629216.00,497
1972-01-12,-0.000474,-0.000474,534333895.00,497
1972-01-13,-0.005836,-0.005836,534080869.00,497
1972-01-14,0.003939,0.003884,530964175.00,497
1972-01-17,0.003085,0.002987,533026319.00,497
1972-01-18,0.003383,0.003354,534618449.00,497
1972-01-19,-0.001583,-0.001618,536411442.00,497
1972-01-20,-0.000089,-0.000099,535797446.00,499
1972-01-21,-0.002031,-0.002032,535744450.00,499
1972-01-24,-0.010339,-0.010345,534655804.00,499
1972-01-25,0.002109,0.001930,529124955.00,499
1972-01-26,-0.002683,-0.002729,530146050.00,499
1972-01-27,0.009637,0.009637,528699334.00,499
1972-01-28,0.006309,0.006281,533794514.00,499
1972-01-31,-0.001618,-0.002131,536802093.00,498
1972-02-01,0.000907,0.000577,535658341.00,498
1972-02-02,0.006491,0.006459,536315106.00,499
1972-02-03,0.000197,-0.000313,539779339.00,499
1972-02-04,0.002967,0.002132,539599790.00,499
1972-02-07,-0.002882,-0.003063,540750187.00,499
1972-02-08,0.002050,0.002032,539052030.00,498
1972-02-09,0.007975,0.007785,540147191.00,498
1972-02-10,0.000394,0.000388,544390450.00,499
1972-02-11,-0.004335,-0.004784,544601880.00,499
1972-02-14,-0.004420,-0.004710,541996530.00,499
1972-02-15,0.004437,0.004174,539443679.00,499
1972-02-16,0.005632,0.005624,541695191.00,499
1972-02-17,-0.000502,-0.000502,544741808.00,499
1972-02-18,-0.002700,-0.002929,544468541.00,499
1972-02-22,-0.000028,-0.000121,542875369.00,499
1972-02-23,0.000856,0.000775,542809571.00,499
1972-02-24,0.001661,0.000687,543196823.00,498
1972-02-25,0.006956,0.006927,543570192.00,498
1972-02-28,0.000487,0.000354,547362547.00,499
1972-02-29,0.003846,0.003737,547556431.00,499
1972-03-01,0.007562,0.007413,549602845.00,499
1972-03-02,-0.000127,-0.000252,553677101.00,499
1972-03-03,0.005786,0.005753,553537550.00,499
1972-03-06,0.008005,0.007810,556722060.00,499
1972-03-07,0.000963,0.000894,561069916.00,499
1972-03-08,0.000774,0.000767,561571414.00,499
1972-03-09,-0.000065,-0.000169,562002378.00,499
1972-03-10,-0.005143,-0.005189,561907474.00,499
1972-03-13,-0.009530,-0.009598,558991897.00,499
1972-03-14,0.002703,0.002664,553626581.00,499
1972-03-15,0.001209,0.001209,555101548.00,499
1972-03-16,-0.002177,-0.002177,555772930.00,499
1972-03-17,0.003862,0.003862,554562770.00,499
1972-03-20,-0.003056,-0.003141,556704603.00,499
1972-03-21,-0.008372,-0.008382,554955784.00,499
1972-03-22,0.001424,0.001422,550304047.00,499
1972-03-23,0.008627,0.008624,551086654.00,499
1972-03-24,-0.002062,-0.002201,555839368.00,499
1972-03-27,-0.001965,-0.001987,554615861.00,499
1972-03-28,-0.001132,-0.001138,553514077.00,499
1972-03-29,-0.006393,-0.006458,552884270.00,499
1972-03-30,0.006664,0.006662,549313599.00,499
1972-04-03,0.002690,0.002656,552973875.00,499
1972-04-04,0.005939,0.005836,554442639.00,499
1972-04-05,0.008228,0.008211,557678517.00,499
1972-04-06,0.003983,0.003975,562257814.00,499
1972-04-07,0.002005,0.002005,563494926.00,498
1972-04-10,-0.001872,-0.001954,564624892.00,498
1972-04-11,0.002888,0.002872,564612841.00,499
1972-04-12,0.003806,0.003806,566234241.00,499
1972-04-13,-0.002499,-0.002499,568389513.00,499
1972-04-14,-0.000649,-0.000665,566969112.00,499
1972-04-17,-0.003020,-0.003121,566592340.00,499
1972-04-18,0.002410,0.002358,564823860.00,499
1972-04-19,-0.004972,-0.005010,566155563.00,499
1972-04-20,-0.001624,-0.001630,563318950.00,499
1972-04-21,-0.001294,-0.001294,562400647.00,499
1972-04-24,-0.006357,-0.006464,561672921.00,499
1972-04-25,-0.009556,-0.009767,558042195.00,499
1972-04-26,-0.002074,-0.002083,552591835.00,499
1972-04-27,0.001579,0.001576,551440528.00,499
1972-04-28,0.005871,0.005867,552309587.00,499
1972-05-01,-0.008761,-0.009204,555549856.00,499
1972-05-02,-0.005629,-0.005912,550452822.00,499
1972-05-03,-0.000944,-0.000973,547198363.00,499
1972-05-04,0.003657,0.002450,546665944.00,499
1972-05-05,0.004369,0.003674,548005513.00,499
1972-05-08,-0.004300,-0.004569,550019129.00,499
1972-05-09,-0.013142,-0.013307,547568317.00,499
1972-05-10,0.006540,0.006473,540282042.00,499
1972-05-11,0.003518,0.003483,543779042.00,499
1972-05-12,0.005819,0.005789,545672887.00,499
1972-05-15,0.004682,0.004489,548831951.00,499
